lagoslakeid,lake_nhdid,lake_namelagos,lake_centroidstate,lake_missingws,lake_elevation_m,lake_waterarea_ha,lake_connectivity_class,latitude,longitude
394706,137895379,,TX,N,589.7,2.5,Drainage,34.95383,-100.16997
426349,127148771,,TX,N,2.7,2.5,Isolated,29.08434,-95.36997
157234,112779944,Deep Creek W/S Structure Number Six B,NC,N,294.3,2.9,Drainage,36.15032,-80.76208
106817,121936161,Rock Pond,CT,N,34.9,1.3,Isolated,41.39554,-72.086429999999993
4396,137047422,Dale Maffit Reservoir,IA,N,280,75.6,Drainage,41.51407,-93.79375
457250,145888710,,NV,N,1206.9,1.4,Isolated,39.51723,-118.79516
461287,150468033,Lake Cortez,WA,N,265.1,15.4,Isolated,47.3653,-120.22678
247489,121581667,,MS,N,113.1,2.5,Headwater,33.75237,-88.88668
133991,155635944,,MI,N,197.5,1,Isolated,42.23749,-86.2492
369352,148290234,,KS,N,1051.4,4.1,Isolated,39.47372,-101.46946
3725,129223860,Little Platte Lake,MI,N,177.9,362.9,Drainage,44.70291,-86.06896
69577,33530409,,NY,N,626.4,1.7,Headwater,42.52638,-74.60956
33300,121207880,,IN,N,192.8,3.1,Drainage,41.51504,-87.35792
451645,38354061,Frozen Lakes,WY,N,3492.8,9.4,Isolated,42.68694,-109.16165
273357,132366262,,TN,N,248,24.4,Drainage,35.86575,-84.05713
201066,112027793,,FL,N,20.8,3,Isolated,28.54707,-81.453
101767,{890DB124-6D3E-40B1-B562-AA19FEC99923},,NY,N,450.7,1.4,Headwater,42.14779,-75.7384
181989,47013820,,GA,N,99.9,1.1,Isolated,32.34098,-83.11342
301445,156835902,,LA,N,0.2,3.9,Drainage,30.03261,-92.6866
236165,63037947,,FL,N,42.8,1.2,Drainage,30.74407,-85.53521
14582,146646443,Cranberry Lake,MI,N,286.5,24.2,Drainage,42.79238,-83.14032
483076,79972571,,CA,N,1160.4,4.6,Headwater,36.90956,-118.18627
410214,{b909dec7-a7c5-4080-9a67-d7aa6650a6b3},,LA,N,55.5,1.4,DrainageLk,32.99455,-93.39911
422163,93967378,,TX,N,135.8,1.2,Drainage,31.79134,-96.44155
435288,129000910,Dobrovolny Lake,TX,N,84.2,3.6,Isolated,30.66103,-96.44667
91845,90143667,,IN,N,301.8,1.1,DrainageLk,40.06178,-85.45809
111605,159101907,,MN,N,368.4,2.2,Headwater,43.597410000000004,-93.28583
111071,111727719,Pickerel Lake,MN,N,352.1,22,Headwater,46.40344,-92.43734
83083,136891724,,NH,N,363.5,1.3,Drainage,43.07277,-72.24228
16464,123396674,Johnson Lake,MI,N,497.4,7.9,Drainage,46.25278,-88.96402
244363,146506846,,MS,N,58.1,1.3,Isolated,33.55674,-88.34486
460564,146694340,Peepsight Lake,WA,N,2157.2,1.6,Headwater,48.89519,-120.24672
272144,{664c4a35-e1b2-4383-89fc-af8f96ec85ae},,IN,N,137.2,1.6,Drainage,38.19499,-87.30775
163910,103621947,,SC,N,161.5,1.5,Drainage,34.74375,-81.77506
382105,149407988,,KS,N,393.3,8.5,Drainage,37.35679,-96.6543
337953,139474505,,SD,N,585.5,3.4,Drainage,45.1029,-99.78896
427970,128195065,,TX,N,970.8,3.4,Isolated,33.86174,-101.54207
414936,100417612,,TX,N,62.5,4.2,Isolated,31.0008,-94.72316
72734,155442394,,WI,N,227.9,2.5,Isolated,44.02804,-88.81617
6603,98648704,ANGLERS MILLSTADT S,IL,N,177.2,3,Isolated,38.46946,-90.08173
36167,150569449,Rancourt Pond,ME,N,403.2,12.5,Headwater,45.66164,-70.30657
434826,97741809,,TX,N,90.4,2.3,Drainage,30.85407,-96.22031
270395,37901006,,KY,N,321.8,2,Drainage,36.65477,-84.02085
7740,152432565,Lovejoy Pond,ME,N,54.2,153.6,DrainageLk,44.51958,-69.47016
198863,102250781,,FL,N,9.9,6,Drainage,27.18646,-80.63899
406793,61047459,,AR,N,80.1,1,Drainage,33.23619,-93.23021
254672,A9CB47C4-4011-4608-AE5C-BAAA64EDC7FB,,MS,N,45.7,8.6,Drainage,30.66721,-89.75691
134207,111886429,,NH,N,362.6,1.4,Headwater,43.20994,-72.3429
342868,143226972,,SD,N,728.2,1,Drainage,45.83771,-101.90327
283591,143939455,Waters Bayou,AR,N,45.6,164.7,DrainageLk,34.38608,-91.08373
280010,127629179,,TN,N,81.4,1.3,Headwater,35.03913,-90.06538
306359,{779b9f20-7179-4587-8dbc-e5981af308c4},,LA,N,13.2,2.5,Isolated,31.02084,-92.08796
162608,124230856,,SC,N,71.8,1.2,Drainage,33.89074,-81.18935
302133,{adf068f5-56ba-4ff4-a82e-2a6761e811be},,LA,N,0.5,5.3,Drainage,30.04674,-93.26013
369342,132831479,Reservoir Pond; Imperial Reservoir,NE,N,979.1,18.6,Drainage,40.4643,-101.69991
251642,113800577,,MS,Y,8.6,3.7,,30.85209,-88.75011
107352,59804243,,MN,N,482.3,4.9,Isolated,47.1009,-95.31882
156054,46375445,,NC,N,134.3,1.1,Drainage,35.7555,-79.09511
474236,84071793,,CA,N,1266.1,1.7,Isolated,41.71462,-121.29551
287776,125625200,,MS,N,34.1,4,DrainageLk,33.36233,-90.63077
103018,57420799,,WV,N,197.5,2.1,Drainage,38.95384,-82.04564
448258,96841476,,TX,N,218.8,1,Drainage,27.92057,-99.74688
409803,127225886,,TX,N,83.8,1.8,Isolated,32.6569,-94.56413
173704,84136308,,GA,N,92.7,1.2,Headwater,32.64683,-82.4074
123702,82817478,Mud Lake,MI,N,211.4,2.6,Drainage,43.83766,-86.28579
372080,34388678,,KS,N,262,26.4,Drainage,38.84679,-95.16473
114277,123058094,,OH,N,338.8,1.8,Isolated,41.2312,-81.40723
172877,52032105,,GA,N,278.7,1.5,Headwater,34.21456,-83.63699
422280,96054123,,TX,N,151.6,3.8,Headwater,32.67928,-96.11247
445769,94624948,,TX,N,114,1.5,Isolated,28.31074,-99.0148
271160,36753206,,KY,N,217,4.5,Drainage,38.17494,-85.35628
287799,147415521,,MS,N,30.4,4.1,Drainage,32.81726,-90.45548
316913,80995109,,MN,N,571.8,1.1,Headwater,48.07357,-90.619
265496,155471145,,IN,N,180.3,1,Drainage,39.16925,-87.2204
477553,33992177,,CA,N,3355.1,1.2,Drainage,37.00621,-118.44608
158540,151022200,,NC,N,219.4,1.1,Headwater,35.513420000000004,-80.51846
125301,98645370,,IL,N,155.4,1.2,Drainage,38.73475,-89.87175
430816,101218761,,TX,N,327.6,2.3,Drainage,32.61863,-97.70453
199636,{90A81B5C-00F8-4A3E-87FB-63A7D5179F6D},,FL,N,7.3,6.9,Isolated,26.43834,-81.6206
108160,73886138,Bethesda Sportsmans Club Pond,OH,N,342.5,3.2,Drainage,39.98915,-81.09666
426084,111752851,,TX,N,2.5,5,Isolated,29.80069,-94.23771
85876,155016998,,IA,N,320.5,1.3,Drainage,41.70692,-94.34072
247360,86704762,,AL,N,106.3,2.8,Drainage,33.68051,-87.2011
264826,{0bd0ef6f-7179-4346-8aac-5bba480fc37e},,IN,N,158,4.9,Headwater,38.33269,-87.19646
265051,{1f8fe644-f6ca-44d1-a87d-06d5c222fab9},,IN,N,185.6,1.3,Drainage,39.4906,-86.3608
134045,123393148,,MI,N,468.5,2.2,Drainage,46.41169,-88.88978
7101,90569113,LaSalle County Nuclear Station Cooling Pond,IL,N,212.7,799.7,Drainage,41.25467,-88.63696
236436,89419949,Kimberly-Clark Lake,AL,N,190.5,13.2,Headwater,33.24638,-86.77359
172062,73944940,,GA,N,70.4,1.3,Drainage,32.56943,-82.09551
313242,144411419,,ND,N,632.3,1.6,Isolated,47.83607,-100.81035
268434,53460243,,IN,N,155.8,1.1,Drainage,38.58899,-87.18028
271006,{491cfb50-17ad-4c4d-bdff-e968170be901},,IN,N,142.6,2.3,Drainage,38.1357,-87.31986
511,143249311,Upper Nashotah Lake,WI,N,266,53.1,Isolated,43.08544,-88.42891
381751,150517466,,KS,N,467.5,2.4,Drainage,37.0279,-98.82939
241102,ea8c9ad4-1bca-468d-9946-37c3b48a0256,,AL,N,57.4,1,Drainage,32.32265,-87.47085
296273,1BFF4B95-7EE5-4E47-9230-1A09E043D6AB,,MS,N,14.8,5.1,Isolated,31.20335,-91.5702
123604,107073284,,MN,N,411.9,2.6,Isolated,47.25732,-93.07225
328693,123799553,,WY,N,1225.5,1.2,Drainage,44.71542,-106.00156
262028,52942944,,KY,N,120.1,5.3,Drainage,37.20374,-87.30081
6254,141033304,Ayers Pond,NH,N,70.2,95.4,Drainage,43.25475,-71.04548
483152,{1AE3EE1F-10DA-4901-99BB-FBBCD3DC5BF8},,CA,N,773.1,31.4,Isolated,34.65179,-117.91685
302488,{2d492596-d1ad-4d57-8b88-ceae61a83450},,LA,N,0.9,8,Isolated,29.91315,-92.38318
145366,133282894,,VA,N,-0.9,3.4,Headwater,36.76947,-76.28398
291260,144675671,,AR,N,82.1,1,Isolated,33.64616,-91.78958
395549,137694174,,OK,N,211.5,1,Headwater,34.0352,-96.61955
370310,137927527,,KS,N,651.4,1.9,Drainage,39.9162,-99.29286
131274,86274403,,MN,N,412.8,1.2,Isolated,46.83381,-95.8521
10271,25940988,,PA,N,405.4,1.5,Drainage,41.57235,-75.37611
171361,61319234,,GA,N,78.7,2,Drainage,32.61111,-81.9281
330507,136482851,,MT,N,1060.6,1.1,Headwater,45.44043,-104.73464
233215,{0690DEE4-4B58-49DB-8346-89BFBF44F023},,FL,N,22.3,1.1,Isolated,30.70192,-85.75321
416157,110256209,,TX,N,124.9,1.3,Headwater,32.0109,-94.72809
422291,96081373,City Lake,TX,N,86.3,17.8,Headwater,32.16138,-96.08
264190,{64074995-038f-4e1a-a8cd-a1bf83f1ce8f},,IN,N,145,2.9,Drainage,39.0114,-87.11248
377655,45840994,,KS,N,454.8,3.2,Drainage,37.54449,-96.61692
481216,41672505,,CA,N,1.7,1.5,Headwater,38.18673,-122.40101
472813,83450137,,OR,N,1365,3.2,Isolated,42.19741,-119.88413
330079,143758864,,ND,N,601.8,1.8,Drainage,48.05864,-103.88047
475450,113916679,,CA,N,2.4,1.9,Isolated,38.56775,-121.50284
18213,105953729,,MN,N,402,6.1,Drainage,48.12494,-92.40524
361604,150664343,,NE,N,668,4,Isolated,40.67167,-99.23118
260748,120023313,,KY,N,231.6,1.2,Headwater,38.25032,-84.97749
471562,155197553,,WA,N,75.6,2.2,Drainage,47.32363,-122.62358
51267,151062730,,OH,N,276.4,4.2,Drainage,41.17979,-81.86546
308745,{36006EAF-DD59-48E6-9AD0-3F7B83F84A1F},,LA,N,0,15.5,Isolated,29.21279,-89.44168
311210,144451725,,ND,N,502.6,1.9,Drainage,48.3252,-101.4249
268136,{40190370-80bb-4176-a791-22358e38f699},,IN,N,276.1,1.5,Drainage,39.08778,-85.36986
45915,152512456,,MI,N,342.8,1,Isolated,46.30469,-87.32283
73837,152094685,,MI,N,262.9,2.8,DrainageLk,42.63871,-84.50469
111041,66922375,,PA,N,647,4.1,Headwater,41.48304,-76.26293
315845,150022363,,ND,N,530.6,1.8,Isolated,48.86241,-99.49549
121874,120019456,Kenogama Lake,MN,N,403.6,228.7,Isolated,47.49381,-94.36686
410127,{e27363ef-a0a5-4562-bdcc-deee6079a14f},,LA,N,79.5,3.9,Drainage,31.96907,-93.56143
47061,84203203,Saunders Pond,NY,N,530.6,4.9,Headwater,42.22917,-77.9851
334080,143755323,,ND,N,657.4,1.2,Isolated,48.25111,-102.07432
15349,60434895,Lake Denmark,NJ,N,284.2,2.5,Isolated,40.94779,-74.54233
482684,55093109,,CA,N,2016.8,1.6,Isolated,40.51089,-121.17789
351667,145088591,,SD,N,570.7,3,Isolated,45.53265,-97.35465
54146,33531257,,NY,N,355.3,11.5,Drainage,42.65128,-74.40153
343871,151679423,,SD,N,666.8,1.4,Headwater,45.27046,-101.30527
36497,83976661,,MI,N,217.2,1,Isolated,44.60104,-83.52708
340725,145416895,,ND,N,538.8,7.1,Isolated,46.83988,-99.36564
180483,95789795,Dorminy Lake,GA,N,100.6,4.6,Drainage,31.71298,-83.18206
444230,128823686,,TX,N,0,4.1,Isolated,27.58922,-97.31131
468454,123691495,S M S Reservoir Number One,OR,N,210.4,2.1,Drainage,44.90883,-122.77486
346914,144278587,,SD,N,545.1,1.3,Drainage,44.02876,-98.74566
109330,35035713,Brown Lake,IN,N,241.4,4.2,Drainage,41.01265,-85.9082
428892,97321820,,TX,N,314,4.6,DrainageLk,32.99682,-98.70729
435046,96293270,,TX,N,307.5,1.5,Drainage,30.68687,-97.97861
99901,146646915,,MI,N,213.7,1.3,Isolated,42.69274,-83.06115
465391,52918833,,ID,N,2386.1,3.4,Isolated,45.10542,-115.85716
214982,127396849,Armstrong Pond; Cobb Pond,FL,N,33.6,56.6,Isolated,30.53115,-83.4317
25234,57937448,Longs Retreat Lake,OH,N,211,3.5,DrainageLk,39.0891,-83.31956
328573,{47E8163E-6EAB-482A-B1EA-DBB0ECE04541},,MT,N,932.7,3.7,Drainage,45.95401,-105.24822
384160,131466757,,OK,N,208.3,1.1,Headwater,36.30923,-95.79731
19723,44365952,Kepler Lake,MI,N,213.5,2.3,Isolated,46.11761,-86.30341
250022,121373477,,MS,N,44,1.2,Drainage,30.59554,-89.37601
273948,139291080,Porter Lake,TN,N,216.3,9.2,Drainage,35.61009,-84.83336
413794,116582567,,LA,N,92.4,1.1,Headwater,32.14233,-93.93186
94960,155216220,,IL,N,153.4,5.1,Isolated,38.98936,-88.06877
254058,121469937,,MS,N,115.8,1.4,Headwater,32.16754,-90.37454
31115,167101977,,NY,N,430,2.4,DrainageLk,43.73505,-73.59938
312670,143183166,,ND,N,563.1,1.7,Isolated,48.79527,-99.7036
470653,129061139,SMC Lake,WA,N,1129.6,15.7,Drainage,47.54481,-121.65686
451855,90205115,,CO,N,2969.5,1.3,Drainage,40.18511,-107.32688
470831,130869968,Forest Lake,WA,N,162.6,2.5,Drainage,47.04937,-122.19271
427141,94892297,,TX,N,1.2,2.4,Drainage,29.6062,-94.39392
133493,144562085,,IL,N,211.6,1.8,Headwater,39.94097,-91.2452
366672,148239647,,NE,N,704.3,1.1,Isolated,42.59388,-99.54053
61002,42908315,,MO,N,163.3,1.1,Headwater,36.9233,-90.40344
8827,91686985,,WI,N,303.3,14.8,Isolated,45.22945,-92.47604
246208,121582589,,MS,N,65,1.7,Isolated,33.64363,-88.69744
186593,112615094,,FL,N,21.5,2,Isolated,29.48601,-82.00693
252023,{2A6498C8-499A-420B-BC1A-F89A8D4D82F5},,MS,N,167.7,18.9,Drainage,32.66789,-88.95434
221524,129753018,,GA,N,74.5,1.3,Drainage,30.79588,-84.00869
237193,41276973,Westbrook Lake,GA,N,364.4,1.2,Headwater,34.24111,-84.25696
306679,147931357,,LA,N,3.1,5.4,Isolated,30.2597,-93.32494
151290,3ab0d6b3-4f33-4574-a13a-245357d08a59,,VA,N,23.4,3.2,Isolated,36.80364,-76.97608
428287,{9C67C17B-7BD5-430D-A900-0EE0726531A8},,TX,N,922,25.6,Isolated,33.15806,-101.69613
231862,35166344,Neal Spears Lake,AL,N,49.4,1.9,Isolated,31.06831,-86.10591
19046,86363969,,MN,N,417.6,3.4,Drainage,46.07546,-95.53187
95319,86282655,,MN,N,407.3,3,Isolated,46.26072,-95.73037
376307,129966317,Creager Reservoir,CO,N,2398.6,11.8,Drainage,37.84339,-105.34142
17295,152430420,Perry Pond,ME,N,151,4.8,Drainage,44.94936,-69.57122
372519,44644679,,KS,N,313.7,1.3,Isolated,39.3802,-95.56462
360679,128057847,,CO,N,1477.6,1.1,Isolated,40.19543,-104.93698
82630,82983103,,MN,N,375.5,3.6,DrainageLk,46.06448,-93.47684
324746,143498879,,ND,N,639.1,3.5,Isolated,48.95143,-103.85572
447904,97002076,Macho Reservoir; Soil Conservation Service Site 1 Reservoir,TX,N,1094.3,8.3,Drainage,31.18162,-105.69777
275868,{DEECA49A-CB5A-4FB6-B87D-B17D76AD4C1A},,MN,N,362.9,5.2,Isolated,45.32829,-94.61137
294022,{2986bc69-8e70-48cc-aa4d-f217ee4314df},,LA,N,18.4,1,Drainage,31.89344,-91.57825
69639,62634764,,NY,N,453.9,1.3,Headwater,42.89493,-75.65992
295767,156237908,,LA,N,21.2,1.2,Isolated,32.08856,-91.70225
127144,141198844,,TN,N,59.2,6,Drainage,35.04157,-90.29121
153073,31413003,,NC,N,103.4,1.1,Drainage,35.82549,-78.44369
323856,136800272,,MT,N,742.2,1.4,DrainageLk,48.94917,-105.66292
208552,41970009,,FL,N,30.4,2,Isolated,28.05017,-82.11248
163523,129796851,Griffith Pond,SC,N,83.4,1.9,Drainage,33.66812,-80.83621
19977,45720404,,MN,N,312.5,6.5,Isolated,45.52496,-94.16503
318703,129595898,,MT,N,1152.6,3.3,Isolated,47.79161,-112.16873
89951,59747699,,MN,N,388.6,1.2,Isolated,46.42475,-93.8532
134654,82553562,,MN,N,377.9,8.8,Drainage,46.131100000000004,-95.69613
334548,156020686,,SD,N,727.5,1.6,Drainage,44.36636,-101.70421
95078,82958101,,MN,N,256.1,7.1,Headwater,44.59531,-95.10869
262813,31960393,,KY,N,129.2,1.1,Drainage,37.28117,-87.09096
478357,77251401,Nydiver Lakes,CA,N,3083.8,5.2,Drainage,37.69245,-119.17523
112047,100524096,,NJ,N,28.9,1.6,Drainage,39.82573,-74.55951
278055,43891253,,MO,N,324,1.1,Drainage,37.76811,-90.930179999999993
412100,116603651,,TX,N,96,5.6,Drainage,31.51523,-94.00505
216694,80539505,,GA,N,68.2,2.9,Headwater,31.10139,-83.64906
393040,69494697,,AR,N,90,1.2,Isolated,35.07256,-92.52212
249602,124070937,,MS,N,57.2,3.4,Headwater,31.28608,-89.18054
168105,73952706,,GA,N,46.2,1.2,Drainage,32.11054,-81.89564
325940,55321447,Weeluna Lake,MT,N,2962.9,3.5,Headwater,45.23381,-109.86961
154919,139646445,,NC,N,27.1,4.2,Drainage,35.02723,-78.80972
16004,121626773,,IL,N,224.3,1.8,Isolated,42.29638,-88.25812
270765,{94b311df-876b-4f07-b8ed-4864f9b4dbc9},,IN,N,133,2.1,Headwater,38.10376,-87.31174
245621,140745885,,MS,N,94.6,1.7,Drainage,34.31909,-88.49385
317030,133435214,,MT,N,1685.3,4.5,Headwater,48.85972,-113.77633
242842,135762669,,AL,N,265.2,5.4,Isolated,33.30736,-85.43634
72248,109986904,,IL,N,252.8,1.6,Isolated,42.03182,-88.13793
359611,117822591,Grant B Reservoir,CO,N,1683.7,8.8,Isolated,39.61492,-105.0811
361069,120819132,Highest Lake,CO,N,3791.7,2.6,Drainage,40.36637,-105.7719
17663,42149337,,NY,N,274.3,1,Isolated,42.74055,-77.9223
402574,126994833,,TX,N,101.3,1.2,Isolated,33.41028,-95.10848
419411,93970704,,TX,N,138.7,2.6,Drainage,31.74501,-96.48985
266778,155474250,,IN,N,143.3,1,Drainage,38.71416,-87.4938
223264,48296068,,GA,N,85.2,1.4,Drainage,31.1764,-84.05662
110626,149994763,,IL,N,182.5,2.1,Headwater,39.04683,-89.51478
121785,53447207,Jean Williamson Lake,IN,N,266.1,2.9,Drainage,39.21614,-86.07556
307019,{91100c11-dfcb-4ee4-8e85-177bc2f3b9ee},,LA,N,15.9,5,DrainageLk,30.95463,-92.4833
21017,59724571,Star Lake,MN,N,367.5,50.4,DrainageLk,46.65906,-94.1704
244255,140749707,,MS,N,63.9,1,Isolated,33.66316,-88.55293
419773,115427269,,TX,N,89.4,3.3,Drainage,30.76645,-95.45319
247717,140747028,,MS,N,109.7,3,Isolated,34.1389,-88.36381
443157,128328856,,TX,N,71.7,2.5,Headwater,29.43942,-97.31937
157387,123385611,,NC,N,188.7,1.3,Drainage,35.7965,-79.96904
289448,151975126,,LA,N,14.3,11.2,Isolated,31.61587,-91.69268
73600,123913023,,MA,N,93.6,1.1,DrainageLk,42.11898,-71.69332
180445,80227329,,GA,N,83.8,1.2,Headwater,31.77086,-83.2428
418027,99211845,,TX,N,12.2,1.3,Isolated,30.06244,-94.7722
317583,52417134,,MT,N,2155.7,1.4,Drainage,45.18361,-111.85711
7898,149808422,Coffeelos Pond,ME,N,320.2,77.5,Headwater,46.162,-69.14629
427183,111756505,Willow Slough Marsh,TX,N,1.5,12.4,Isolated,29.76645,-94.10934
170938,46764145,,GA,N,164.3,2,Drainage,33.82682,-82.88411
307429,{0c7ba377-be85-49c5-81d3-aa70635e0d35},,LA,N,0.5,59.9,Headwater,29.83298,-91.63709
364122,154575272,,NE,N,779.4,1.2,Isolated,42.1895,-99.83503
322989,138973708,,MT,N,809.7,1.5,Drainage,48.86727,-109.40574
294888,151989848,,LA,N,24.6,5,Isolated,32.39134,-91.20808
275842,{40713D9B-4AA8-40C0-9E96-854278AB6C6B},,TN,N,366,1.5,Isolated,35.64919,-86.14744
390232,105628457,Danielson Lake,OK,N,274.4,5.9,Drainage,35.22673,-96.55896
466755,152909484,,WA,N,81.5,1.9,Isolated,45.89508,-119.68864
2675,69883776,American Lake,WI,N,488.3,4.2,Headwater,46.27226,-90.01926
165366,152805208,,SC,N,124.3,1.5,Headwater,33.73936,-81.67202
136216,123631022,,CT,N,48.6,3.3,Drainage,41.88183,-72.73644
246941,140748686,,MS,N,70.2,1.5,Headwater,33.89747,-88.57435
92084,157362914,,WI,N,278,2,Isolated,44.03473,-90.2656
417767,96074129,,TX,N,118.1,1.1,Drainage,32.38092,-96.03721
463359,{2C263F50-FB69-4644-91DD-A8E3C6097100},,ID,N,1188.8,1.2,Isolated,42.81907,-114.4528
420528,93984442,,TX,N,76.3,1.5,Isolated,31.52602,-95.88653
478790,142774560,,CA,N,70.8,7.2,Drainage,38.16989,-120.95158
170617,73947178,,GA,N,58.8,4,Headwater,32.41243,-81.83722
458291,81309951,Thompson Lake,MT,N,2420.9,6.4,Drainage,46.38275,-113.0486
262218,34794073,Ferrill Reservoir,KY,N,238.3,1.1,Headwater,37.41963,-85.39785
364080,153983497,,NE,N,829.4,5.7,Isolated,42.20589,-100.21223
460314,67974156,,MT,N,1533.7,7.6,Drainage,48.20517,-114.77036
360541,120818941,Chiquita Lake,CO,N,3457.1,1.2,Headwater,40.44136,-105.67872
373407,164423023,,KS,N,420.3,1.7,Drainage,39.92299,-96.45607
291672,{4a4073e3-4305-49df-9622-5829d25adeb6},,LA,N,19.7,1.6,Drainage,31.20372,-92.22513
433431,68298859,,TX,N,350,1.1,Isolated,31.52678,-98.11179
242406,89418711,Hargis Lake,AL,N,166.8,7.6,Drainage,33.36704,-86.59567
328712,123083999,,MT,N,798.6,1.9,Drainage,46.23628,-105.64612
97336,43889961,Lakes of Deerwood,MO,N,177.8,3,Drainage,38.33908,-90.60369
191215,167176097,,FL,N,36.8,3.3,Isolated,28.51549,-81.61066
208523,78620359,,FL,N,0.4,1.3,Isolated,26.95331,-82.12965
113874,140843494,,MO,N,341.3,2.9,Drainage,36.77662,-91.91588
384585,46119902,,KS,N,329,4.1,Drainage,37.93307,-96.18244
148049,62589634,Upper Powhatan Lake,VA,N,66.2,12.9,Drainage,37.57648,-77.98798
462447,145381667,,WA,N,1080.9,1.1,Isolated,46.80709,-121.11941
165588,141329165,,SC,N,193.1,1.1,Drainage,35.10148,-81.10964
136259,118180586,Long Pond,ME,N,472.3,4.2,Drainage,45.13542,-71.02012
118956,48788668,,IL,N,126.6,1,Isolated,38.03773,-89.36581
191248,{07C2D3B0-3215-4FB1-814F-9D09BDED370C},Como Lake,FL,N,9,1.3,Isolated,29.48248,-81.57985
449076,129311200,,TX,N,80.1,3.6,Isolated,26.51183,-98.89346
227320,72201452,,GA,N,63.9,2.3,Isolated,31.58976,-84.09885
418617,93968632,,TX,N,128.7,3.2,Drainage,31.77305,-96.14091
92400,152243766,,ME,N,65.8,2.3,Headwater,45.3442,-67.46199
477293,33993747,Jennie Lake,CA,N,2748.2,8.3,Headwater,36.67987,-118.76517
181161,89001155,,GA,N,43.4,1.2,Isolated,31.54889,-82.21695
321851,{A32C8691-041E-4338-B5C3-F590CB120620},,MT,N,745.9,4,Drainage,48.32378,-107.21022
229517,136592816,,AL,N,217.5,1.5,Headwater,33.12498,-85.29112
89579,123148255,Dorothy Lake,WI,N,508.7,9.6,Isolated,46.18348,-89.54048
278331,124630917,,TN,N,120.2,1.5,Isolated,36.07252,-88.81899
145365,133282967,,VA,N,0.3,3.6,Isolated,36.74393,-76.28456
198707,112029071,,FL,N,25.3,13.1,Isolated,28.43887,-81.22548
257280,{e56a589a-6eee-4f82-a91e-9cf4eed52692},,IN,N,317.3,1.5,Headwater,41.65332,-84.89128
132086,122947633,Cunningham Pond,CT,N,446.9,3.9,Headwater,41.87285,-73.2716
147334,39951100,,VA,N,256.4,1.5,Drainage,37.27099,-79.14083
131393,154247572,,IN,N,200.7,7.7,Drainage,40.96269,-87.44644
152204,31413425,,NC,N,81.5,3.2,Drainage,35.79461,-78.36605
14405,65651159,,PA,N,156.4,1.8,Headwater,41.02471,-76.4396
440754,110687213,,TX,N,194.5,1.7,Drainage,29.44271,-98.33029
129987,61762229,,NJ,N,158.9,6.3,Headwater,41.23425,-74.58766
337729,151678412,,SD,N,606.2,2.8,Drainage,45.40563,-100.84023
219437,114411429,,FL,N,24.8,1.4,Isolated,29.59986,-82.69606
225013,55252945,,GA,N,221.1,1.1,Isolated,32.99821,-84.47181
339725,145407974,,ND,N,562.8,6.2,Isolated,47.27207,-99.81108
292683,64940037,North Fork Ozan Creek Watershed Number Two Reservoir,AR,N,152.6,8.4,Drainage,34.0094,-93.78824
24372,45337853,,MN,N,352.4,1.8,Isolated,45.03775,-94.58959
360823,120818912,Crystal Lake,CO,N,3511.5,10.3,Headwater,40.47112,-105.65
451131,136827588,,WY,N,2027.3,28.6,Isolated,42.05328,-107.89113
414190,114046127,,TX,N,152.5,1,Isolated,32.35165,-95.66626
90343,50470782,Lake Fort Scott,KS,N,263.2,136.3,Drainage,37.7808,-94.75723
2634,155642861,Allen Lake,IN,N,265,1.9,Drainage,41.36075,-85.67476
283849,143707447,Brushy Lake,AR,N,56.7,1.4,Isolated,35.21136,-91.25535
143876,51771003,Oliver Lake,VA,N,105.8,13,Drainage,39.07136,-77.67165
457585,149743089,,NV,N,1814.5,5.4,Isolated,40.34593,-115.40722
437868,92493324,,TX,N,514.2,1.6,DrainageLk,30.50609,-99.79023
147596,135653180,,VA,N,56.4,1.2,Headwater,37.44105,-77.4877
196616,138375091,,FL,N,2.5,1.4,Isolated,25.83778,-80.23667
285350,125452524,,MS,N,26.6,1.8,Isolated,32.5287,-90.87088
122257,106372480,,MN,N,414.9,1.7,Isolated,48.14663,-92.82726
171055,107158021,,GA,N,117.3,1.1,Drainage,33.81953,-82.47901
23482,154314819,,IL,N,134.3,1.2,Isolated,40.62286,-89.65368
346073,126572829,,NE,N,1051,1.2,Drainage,42.76918,-103.08089
304001,{fdfb15ad-8672-4f0c-a68a-87e6c64e9328},,LA,N,-0.1,29.7,Headwater,30.26868,-93.22425
96761,152708012,,MI,N,249.4,2.8,Drainage,42.89193,-85.30431
355729,128456498,,NE,N,372.1,2.6,Headwater,42.77768,-98.07871
16613,113132739,,NY,N,106.5,2.1,DrainageLk,43.27876,-76.62582
302794,{c858d8f3-d7ae-4623-bdfd-e81f2a29e294},,LA,N,1.8,3.7,Isolated,29.94132,-91.72503
130197,106372016,,MN,N,347.5,1.2,Drainage,48.35707,-93.35519
189788,112695334,,FL,N,17.2,1.5,Isolated,29.39551,-82.44322
47194,145211430,,IN,N,260.9,8.6,Drainage,39.43241,-85.57442
204101,68085229,,FL,N,42.2,2.2,Isolated,28.11933,-81.90467
255540,BBB7F6DB-3F38-4D56-8D2F-1C457C2C77DD,,MS,N,58.9,9.1,Drainage,30.85558,-89.7083
67442,141636484,,OK,N,227.2,1.2,Drainage,36.83579,-94.82109
