lagoslakeid,lake_nhdid,lake_namelagos,lake_centroidstate,lake_missingws,lake_elevation_m,lake_waterarea_ha,lake_connectivity_class,latitude,longitude
137785,45380160,,MN,N,375,1.8,Isolated,45.81439,-94.84706
360616,128075980,,CO,N,1531.7,4.1,Isolated,40.61721,-105.1238
879,123166123,Wauhob Lake,IN,N,243.4,7.9,Drainage,41.53408,-87.04197
128712,82815748,Middle Bayou,MI,N,180.9,7.9,Drainage,44.02719,-86.45343
165224,122333807,,SC,N,221.9,2.4,Drainage,34.55098,-82.30696
344541,128617765,,SD,N,691.9,1,Drainage,44.26666,-101.32796
430002,101230633,,TX,N,352.9,2.4,Drainage,32.44887,-98.32423
287703,154112461,Mound Crevasse,MS,N,37,32.4,Isolated,33.58646,-91.13145
50384,59751387,,MN,N,347.8,2.5,Isolated,46.03026,-94.41979
385918,131472754,,OK,N,218.4,1.1,Isolated,36.18731,-95.80727
288946,62758163,Utley Lake,AR,N,36.5,2.8,Headwater,33.75528,-92.85923
300913,{1C49886F-3F1B-4365-8EA1-FE179CE63FC3},,LA,N,79,9.1,Drainage,30.94537,-91.33245
135385,81000605,Tremolo Lake,MN,N,462.2,11.9,Isolated,47.88942,-91.33064
256014,5A9658EF-D0FB-4833-AAA1-7BFD8B00A3CF,,LA,N,0,2.6,Isolated,30.2177,-89.61478
113077,{86A22584-115B-4D06-A57D-FDF66B7DFB50},,NJ,N,2.2,9.8,Isolated,39.23112,-74.69711
127753,139260492,,WI,N,266.7,1.8,Isolated,43.96239,-87.88617
47722,164156218,,KS,N,286.8,1.6,Isolated,37.44493,-94.67941
294831,{575bae6e-3e09-421e-bcbf-bb7c870b896a},,LA,N,17.6,1.1,Drainage,31.84882,-91.44464
477752,135186271,,CA,N,224.4,1.1,Isolated,36.2206,-120.27979
344191,146593584,,ND,N,603.1,1.1,DrainageLk,46.33207,-99.59424
156249,46361630,,NC,N,230.4,1.2,Headwater,36.31519,-79.68374
346568,128639403,,SD,N,725.6,2.3,Drainage,43.9531,-101.85698
85862,155068083,,IA,N,250.2,6,Drainage,42.39589,-92.24244
433109,94292560,,TX,N,100.5,1.3,Drainage,30.50899,-96.59749
132796,{0CE5A3E8-99C9-4398-A152-3CFE470AB51B},,NY,N,146.5,1.9,Isolated,42.92867,-76.86983
424919,94897443,,TX,N,1.5,1.1,Isolated,29.5933,-94.69989
69518,136688813,,RI,N,17.2,1.1,Drainage,41.53461,-71.14173
61833,84589323,,MN,N,419.6,2,Drainage,44.45514,-95.98873
103072,155473313,,IN,N,130.9,4.3,Drainage,39.01638,-87.55946
464578,131931609,,NV,N,1895.3,2.5,DrainageLk,41.67937,-115.76355
63,81002293,August Lake,MN,N,468.5,75.7,DrainageLk,47.76305,-91.60831
104999,147104040,,MI,N,223.5,2.3,Isolated,43.13246,-83.59425
197765,138375090,,FL,N,0.4,201.1,Isolated,25.84829,-80.3472
39758,123055724,,OH,N,324.4,1.8,Isolated,41.25484,-81.26341
41651,47725435,,NY,N,565.9,2.2,Drainage,43.28263,-74.46868
135525,121630039,,IL,N,272.7,1.9,Isolated,42.10843,-88.37978
131728,152116071,Thoreau Pond,OH,N,287.4,3.4,Drainage,40.07403,-82.86897
196812,138369857,,FL,N,1.9,1.1,Isolated,26.52422,-80.09646
462754,153010470,,WA,N,301.8,1.6,Headwater,46.57806,-120.44111
300097,133391122,,LA,N,66.8,1.7,Headwater,30.924,-91.22925
325024,56774135,,MT,N,2787.9,1.1,Headwater,45.00441,-109.68295
131736,152020042,,OH,N,308.1,3,Drainage,40.19575,-81.07714
60267,89363461,Jackson Pond,NY,N,489.9,16.3,Drainage,43.87305,-74.23435
299223,46B9B7B7-A930-47C7-9699-D138DBDDD9C3,,LA,N,5.8,2.1,Drainage,30.38779,-91.0691
61911,152373098,,WI,N,486.3,4,Isolated,45.27382,-89.10466
160295,142755922,,SC,N,224.1,1.2,Drainage,35.04161,-81.75035
182065,80227885,,GA,N,90.4,1.1,Drainage,31.71058,-83.02237
65465,122985688,,MA,N,290.1,1.3,Headwater,42.38372,-73.24333
478536,145017734,,CA,N,199.3,1.2,Drainage,37.79547,-120.59671
63734,{E9582228-BF4D-40D1-96CE-5947B7604ACB},Fortier Pond,VT,N,163.3,1.1,Headwater,43.77847,-73.24322
248817,121583015,,MS,N,74.8,2.5,Isolated,33.62162,-88.90092
29491,47719963,,MN,N,406.2,1.1,Isolated,47.35292,-93.68901
196094,{093B17CE-2BD1-4394-A4EE-BF7ACE857C27},,FL,N,19.8,1.2,Isolated,28.23983,-81.32267
345973,144350938,,SD,N,531.3,1.8,Drainage,43.96649,-99.65324
121344,135908870,,NH,N,123,1.3,Headwater,43.20492,-71.59116
121794,155855837,,IN,N,117,4.3,Drainage,38.36634,-87.73502
289948,{b7118ba0-cdc4-4a16-bfb4-07de2429f150},,LA,N,22.7,1.9,Isolated,32.77996,-91.95413
147071,{7E19E93F-600D-4437-8EF8-9929661E15DF},,VA,N,4.8,7.2,Isolated,38.21471,-77.22968
351708,145087803,,SD,N,600.3,2.1,Isolated,45.62439,-97.23172
88016,121628063,,IL,N,240.2,1.4,Isolated,42.22318,-88.13627
317787,52417880,Minnie Lake,MT,N,2519.4,1.3,Isolated,44.9314,-111.33467
338131,147890078,,ND,N,587.2,7.2,Isolated,46.0202,-99.2377
137430,121545260,Lake One,MN,N,413,9.4,Isolated,46.79362,-96.19509
118682,59719973,Round Lake,MN,N,407.4,25.9,Isolated,46.87151,-94.30926
357001,145092905,,SD,N,552.5,1.1,Isolated,45.23174,-97.44621
320272,78389199,,MT,N,1636.6,1.7,Drainage,46.59275,-110.51655
456456,72140203,,UT,N,3009.4,1.3,Isolated,40.72396,-110.95129
315113,143395164,,ND,N,443.4,7.5,Drainage,48.42731,-99.19818
300606,133390369,,MS,N,78.3,1.4,Headwater,31.06328,-91.40895
466452,41300196,White Cap Lakes,ID,N,2104.3,12.9,Drainage,45.91714,-114.45159
78359,59805609,,MN,N,450.3,1.2,Isolated,47.0277,-95.05877
26491,91689157,,WI,N,289.6,1.2,Isolated,45.11622,-92.59714
16198,107433441,,MO,N,241.1,2.4,Isolated,38.34198,-93.89711
435450,95959555,,TX,N,24.4,1.1,Drainage,29.61982,-95.78961
276257,{AABEBFC8-F0FB-4512-B276-3768B36E61EF},,WI,N,196.9,204.3,Isolated,44.03528,-91.53361
167808,47120508,,GA,N,79.2,1.3,Drainage,33.00914,-82.46207
11496,145331332,Green Lake,MI,N,282.4,68.6,Drainage,42.5931,-83.41924
36635,56942770,Ohio Power Company Pond 9515-002,OH,N,266.3,6.2,Drainage,39.73686,-81.72591
466719,148979169,,OR,N,796.6,2.5,Headwater,44.98895,-121.41853
460175,81309355,,MT,N,1533.6,1.9,Drainage,46.62999,-112.66754
93441,91380647,,MO,N,276.8,1.4,Drainage,38.84907,-94.06559
33050,145082265,Merrill Pond,ME,N,120,1.9,DrainageLk,45.35853,-68.28525
249924,{9efb2aa0-d6d9-4b63-a8a8-4400f51ef63f},,MS,N,1.6,30.7,Isolated,30.36104,-88.49741
429826,100992310,,TX,N,618.6,1.6,Drainage,32.47064,-100.20778
459547,60175810,Tom Poole Lake,MT,N,1043.7,2.9,Drainage,48.59545,-115.60453
384059,51968670,,KS,N,272.2,1.2,Isolated,37.35567,-96.03755
454450,123667829,,AZ,N,420.7,2,Isolated,32.91354,-111.76074
278586,125006381,,TN,N,110.8,1.3,Isolated,35.60771,-89.02991
431670,97753535,,TX,N,54.9,13.8,DrainageLk,30.50641,-96.15571
353602,145090756,,SD,N,552.7,3.8,Isolated,45.31826,-97.61111
127396,34131209,,MN,N,283.2,1.4,Isolated,44.93594,-93.00066
473003,148603418,,OR,N,1486,10,Drainage,42.81404,-120.38541
258065,155404688,,MI,N,241.4,1.2,Isolated,43.26462,-82.71265
385634,34712002,,KS,N,267.2,1.4,Isolated,37.25362,-94.94887
412957,104007893,,TX,N,7.7,9.9,Isolated,30.23339,-93.828
233280,122184385,,FL,N,11.4,2.2,Isolated,30.23051,-85.58943
39731,155404779,Petz Lake,MI,N,241.2,5.7,Drainage,43.04451,-82.99655
78202,{EEB07F82-77C2-46D9-85F1-402D67665EE5},,VT,N,363.9,2.1,DrainageLk,44.69837,-72.09489
185535,112612122,,FL,N,25.3,1.4,Isolated,28.7272,-81.89309
348552,149705190,,NE,N,1144,3.8,Isolated,42.4695,-102.00079
331313,143746742,,ND,N,718,2.6,Isolated,48.53458,-102.4003
322713,140717652,,MT,N,831.5,1.6,Headwater,48.48364,-110.17364
148735,62587620,,VA,N,98.6,1.4,Headwater,37.69642,-77.74578
163676,149801713,,SC,N,21.9,17.6,DrainageLk,33.53061,-80.4197
419733,115379343,Fails Lake,TX,N,82.9,1.7,Drainage,30.78329,-95.69294
443796,128823800,,TX,N,0.5,1.3,Isolated,27.53181,-97.26656
329540,132706204,,MT,N,885.6,4.2,Drainage,46.74605,-106.99516
144615,61382495,,VA,N,33.5,1.5,Drainage,38.01956,-77.15132
122377,135909501,,NH,N,113.1,1.1,Isolated,43.05974,-71.65658
87912,47481357,,WI,N,302.4,9.7,Isolated,46.14122,-91.94162
196709,138370446,,FL,N,5.6,1.1,Isolated,26.44769,-80.17263
249277,{1693ED32-C0DE-487E-A79A-BCDC09FF4B14},,AL,N,36,12,Drainage,32.82811,-87.7401
225735,36518357,,GA,N,29.4,3.6,Isolated,30.95336,-84.79952
463400,56465049,,ID,N,1387.9,1.2,Isolated,43.24265,-112.22967
236294,ca791e2c-ad4e-46e0-962f-b05d230662af,,AL,N,58,6.3,Isolated,32.36693,-87.37244
321665,{BBDB800F-15BD-404C-B1E1-D548BFF26B16},,MT,N,1005.9,15.4,Isolated,48.9799,-110.76729
470330,122482166,Croft Lake,OR,N,3.6,24.3,Drainage,42.98269,-124.45218
6784,43497764,White Birch Lake,NY,N,395.8,12.6,Headwater,42.04018,-75.63663
6854,121627799,Silver Lake; SILVER (MCHENRY),IL,N,243,17.7,Drainage,42.24476,-88.24841
371042,34384106,,KS,N,320.3,1.6,Drainage,38.93591,-95.79005
123870,152856625,Elk Creek Lake,OH,N,295,1,Headwater,39.59016,-84.45275
381034,130256355,,OK,N,326.1,1.6,Drainage,36.56656,-97.57347
116012,104516700,,KS,N,250.6,3.2,Drainage,37.03402,-94.76522
27730,81003601,,MN,N,515.7,2,Isolated,47.66676,-91.58178
399158,145266166,,OK,N,310.8,1.8,Isolated,34.41782,-97.95088
375322,45479043,,MO,N,210.6,1.4,Drainage,38.94083,-92.59162
81507,59723171,,MN,N,413.5,1.2,Isolated,46.73507,-94.28012
201032,83709961,,FL,N,4.3,1.7,Isolated,26.739,-81.45688
301439,{27f44369-42cc-4d4c-a294-fe979f106800},,LA,N,4.7,2.7,Isolated,30.25842,-92.70901
115892,121838948,,MN,N,403.4,2.1,Isolated,47.24978,-95.81644
54703,122546182,,SD,N,585.5,1.1,Isolated,45.76562,-97.29539
241388,89502771,,AL,N,223.5,1.7,Drainage,33.64243,-86.4503
177136,80213445,,GA,N,104.8,1.9,Headwater,32.46777,-83.81519
325960,56773879,,MT,N,2787.3,2.9,Drainage,45.0049,-109.68966
267006,{3075d9fe-4219-4ea9-8454-32e7bacdac4c},,IN,N,160.6,7.4,Drainage,39.11634,-87.0603
435842,96379527,Lake E V Spence; E V Spence Reservoir,TX,N,578.7,2715.7,DrainageLk,31.92539,-100.56222
18038,155068200,,IA,N,247.3,2.1,Drainage,42.35807,-92.21538
42589,77016079,,MO,N,194.3,1.9,Headwater,39.29187,-93.27008
448839,37156387,,TX,N,120.1,1,Headwater,27.14745,-99.39734
426161,120027592,,TX,N,2.3,23.1,Isolated,29.96658,-93.94928
475869,105943548,Lake Natoma,CA,N,41.3,212.2,DrainageLk,38.64259,-121.20048
218705,80529037,,GA,N,126.1,1.2,Headwater,31.71987,-83.68066
439835,110456497,,TX,N,167,1.8,Isolated,29.39322,-98.29785
426391,127147413,,TX,N,7.6,4.4,Isolated,29.26941,-95.29923
93281,44745965,Saint Marys Lake; Seminary Lake,MO,N,172.1,5.4,Drainage,37.72176,-89.89723
412056,127275894,,TX,N,77.5,1.5,Drainage,32.3972,-94.65527
5730,135999032,Barrett Pond,NH,N,404.9,5,Headwater,43.07193,-72.0595
11204,123006953,,CT,N,22.6,1.3,DrainageLk,41.68424,-72.66884
354891,145094511,,SD,N,554.2,2.1,Isolated,45.14841,-97.80842
67457,145082001,,ME,N,138.8,1.4,Drainage,45.61154,-68.0209
12662,145218886,,IN,N,297.8,2.3,Drainage,39.03794,-85.25363
392409,86002720,,OK,N,147.9,1.4,Isolated,35.23678,-94.7925
118763,82553536,,MN,N,398.8,9,Drainage,46.13123,-95.86156
215755,80537597,,GA,N,83.9,2,Headwater,31.20544,-83.61011
132173,151716367,,ME,N,21.7,1.2,Drainage,44.70919,-67.53958
123412,151717075,,ME,N,50.1,3.3,Drainage,44.68298,-68.0982
390271,130549028,,OK,N,220.4,1.1,Headwater,35.50968,-96.06943
153492,103388751,,NC,N,36,2.9,Headwater,35.86305,-77.69954
76637,165384273,,KS,N,262.3,1.1,Isolated,37.89871,-94.78057
211695,167165343,,FL,N,3.3,1,Isolated,27.5431,-82.4121
186466,167271547,,FL,N,5.6,1,Isolated,27.61023,-80.45164
135152,04cdb370-f53a-4c86-b37d-8abad69b34bb,,NJ,N,0.8,1,Isolated,38.93657,-74.9493
446594,69376112,,TX,N,507.2,2.2,Drainage,29.7281,-99.61924
4746,139268599,Crooked Lake,WI,N,305.4,37.9,Drainage,43.62303,-88.15644
140007,131846520,,NY,N,252.1,1,Headwater,43.61102,-75.35854
206452,78592479,,FL,N,30.8,4.8,Isolated,28.02155,-81.8535
158744,110970396,,NC,N,149.5,2.1,Headwater,35.10164,-79.73244
445029,101086722,,TX,N,8.1,8.2,Isolated,27.30975,-97.78588
182416,88997181,,GA,N,64,1.4,Isolated,31.76599,-82.5186
421773,101724997,,TX,N,309.5,1,Drainage,32.97875,-97.74976
199729,{20770B61-95BB-4D8F-9BB8-ABD22554DFD0},,FL,N,4.2,1.2,Isolated,26.28613,-81.51455
185041,107815277,,FL,N,7.6,1.1,Drainage,28.64341,-81.18149
398375,148317036,Oknoname 067011 Reservoir,OK,N,300.3,3,Drainage,34.23299,-97.92061
171552,61321768,,GA,N,33.8,1.2,Isolated,32.42233,-81.66879
120188,77032949,,KS,N,291.4,1,Isolated,38.87815,-94.70884
61752,59811945,,MN,N,394.9,1.6,Isolated,46.412350000000004,-94.88502
200060,135207145,,FL,N,-0.3,1.1,Drainage,25.31639,-80.96081
450056,70226983,,CO,N,1737,2.7,Isolated,38.5202,-107.96681
438876,92533171,Soil Conservation Service Site 38a Reservoir,TX,N,537.2,9.3,Drainage,31.82063,-99.44417
416660,62130109,,TX,N,113,1.6,Isolated,32.58935,-96.53201
143335,41387809,Mountain Lake,VA,N,466.9,1.5,Drainage,37.99903,-79.02693
278422,127636319,,MS,N,103.7,1.3,Isolated,34.97089,-89.96605
473186,147549947,Kern Reservoir,OR,N,1405.1,41.6,Drainage,42.91582,-118.77903
140522,106352057,,MN,N,385,1.1,Isolated,48.36866,-92.70785
459310,63758771,Upper Cold Lake,MT,N,1791.4,23.2,Drainage,47.55724,-113.90246
70798,121859132,Horseshoe Lake,MI,N,366.9,11.4,Isolated,43.96873,-85.39086
291275,{5235a811-f237-4303-bdab-12878c7a893a},,LA,N,13.9,2,Isolated,31.50187,-91.73491
236840,167743360,,AL,N,316.7,3.1,Drainage,33.28408,-85.827
1604,107514008,Lax Lake,MN,N,387.6,117.6,Drainage,47.34468,-91.29883
430019,101221433,,TX,N,253.9,1.1,Drainage,32.57259,-98.23486
313958,143398085,,ND,N,447.3,1.3,Isolated,48.2918,-99.23568
261683,37795089,,KY,N,159.6,1.3,Drainage,37.43634,-86.82185
395548,137693880,,OK,N,209.6,1.3,Drainage,34.06306,-96.64612
139707,37648705,UNNAMED (VALLEY),MN,N,284.5,3,Headwater,44.71515,-93.20897
394693,137895024,,TX,N,688.6,1,Drainage,35.05357,-100.46662
481124,56653685,,CA,N,0.5,1.1,Isolated,37.53503,-122.23632
11873,121631553,,IA,N,385.2,1.4,Isolated,43.4396,-93.41569
252084,113800655,McCrea Dead River,MS,N,10,22.6,Drainage,30.82835,-88.74711
253689,146488466,Lake Mary Crawford,MS,N,79.9,57.6,Drainage,31.57671,-90.15886
389529,106310210,Crystal Beach Lake,OK,N,580.6,4.4,Drainage,36.42408,-99.37292
270868,36757230,,KY,N,170.7,2.1,Drainage,38.05344,-85.4161
414099,111758309,,TX,N,12.5,1.4,Isolated,30.09858,-94.27956
59087,153912308,,IA,N,395.4,1.2,Drainage,41.77667,-95.20008
126753,73026543,Bass Lake,WI,N,339.9,14.2,Isolated,46.51174,-91.3785
437154,109777855,,TX,N,143.7,2.4,Isolated,30.32047,-97.28372
377386,45842128,,KS,N,412.4,1.4,Drainage,37.49701,-96.76374
67730,151870728,,MI,N,224,3.7,Isolated,42.96619,-84.57061
239470,89501783,Weaver Pond,AL,N,233.1,2.8,Headwater,33.73527,-86.50034
407796,{935248bb-6e3d-47f3-b459-36f0f45119b1},,LA,N,57.1,1.8,Isolated,32.25751,-93.69116
192472,125941120,,FL,N,2,1.1,Headwater,30.36537,-81.45588
237023,136273675,Lower Lake,GA,N,194.6,9.3,Drainage,34.44029,-85.34448
23330,69549333,Footes Lake,WI,N,360,22.2,Drainage,45.55492,-92.26667
185652,112617188,,FL,N,29.5,9.8,Headwater,28.59709,-81.78616
159575,146906025,Hamlet City Lake; City Lake,NC,N,85.1,16.2,DrainageLk,34.88571,-79.68938
481251,43047589,,CA,N,0,2.1,Isolated,38.18482,-122.1113
67425,45468493,,MO,N,233.6,1.4,Isolated,39.07391,-92.29661
479958,77256455,,CA,N,3298.6,10.2,DrainageLk,37.14943,-118.7228
299984,149390266,,LA,N,34.4,1.3,Drainage,30.66279,-90.33199
354475,145087485,,SD,N,607.6,3.2,Isolated,45.668,-97.24491
76199,47710431,,MN,N,401.8,1.6,Isolated,47.53194,-94.17158
301101,{B8710A36-17A6-4C75-B81F-F06E70376425},,LA,N,65.1,1.6,Drainage,30.81273,-90.54308
25391,120018693,Thompson Lake,MN,N,374.8,60.9,Isolated,45.90624,-95.80989
29800,81000595,,MN,N,545.8,2.8,Drainage,47.87902,-90.97395
371109,44645467,,KS,N,302.6,2.2,Drainage,39.3483,-95.40723
145569,61498831,,VA,N,150.4,1.3,Headwater,37.26398,-78.25702
463184,73649439,,ID,N,1676.8,16.8,Drainage,42.20517,-115.00173
182027,95802961,,GA,N,70.8,2.3,Drainage,31.46798,-83.05216
349523,150497695,,NE,N,1065.5,3.5,Isolated,42.84032,-101.96678
215381,113649197,Dinner Pond,FL,N,22.1,8.7,Isolated,29.67041,-82.719220000000007
372059,34371848,,KS,N,340.7,1.4,Headwater,39.33444,-95.33071
119712,81639383,,MN,N,282,1.5,Isolated,45.57375,-93.3928
483012,27916786,Jackson Lake,CA,N,1870.4,2.5,Drainage,34.39217,-117.72632
58781,34291281,,MN,N,401.4,1.3,Isolated,43.63318,-92.37836
69640,56413455,,PA,N,139.3,1.6,Isolated,40.34099,-76.44756
51180,152517854,,MI,N,266,4.1,Isolated,42.44217,-85.04401
87640,124501175,,NY,N,113.1,6.4,Headwater,43.20616,-75.71155
293784,{1A6BB583-B37D-4EE2-B0E4-57E7D95CCCDC},,AR,N,50.9,1.3,Isolated,33.71438,-91.90257
386524,149829284,,OK,N,260,1.1,Headwater,36.87662,-95.75084
135730,59747555,Johnson Lake,MN,N,388.9,6.7,Drainage,46.44037,-93.54236
278399,124623708,,TN,N,131,1.1,Isolated,36.32787,-88.48319
173627,95793855,,GA,N,61.6,2.9,Isolated,31.56294,-82.54221
165922,60892127,,SC,N,3,2.9,Isolated,33.05964,-79.83611
22291,151949156,,WI,N,376.4,4.2,Isolated,45.60776,-91.6463
191002,112680822,Mariner Lake,FL,N,24.2,45.6,Isolated,29.64334,-81.88961
282746,55350337,,AR,N,109.3,1.7,Drainage,35.36025,-90.70748
327249,104431519,,MT,N,965.1,1.3,Drainage,45.79398,-107.44647
223246,129757368,,FL,N,2.3,7.9,Isolated,30.13473,-84.07978
305149,{2e410f83-c826-4d8d-a3da-959d8ee2a293},,LA,N,8.1,1.7,Isolated,30.30156,-92.5305
99701,167667998,,NJ,N,29.9,5.3,DrainageLk,39.9006,-74.53582
53745,155095751,,IA,N,268.4,6.9,Isolated,42.07902,-92.99523
312590,143190480,,ND,N,466.1,7.1,Isolated,48.29413,-100.10434
197691,{88250F78-37B3-4EC8-9D71-830511C41561},,FL,N,1,6.9,Isolated,25.44977,-80.40537
166226,47125980,,GA,N,74.8,3,Headwater,32.72769,-82.24168
235692,38950791,,FL,N,69.1,1.4,Headwater,30.98167,-87.42018
393283,64320522,,AR,N,422.5,1,Isolated,35.96312,-94.46795
314979,{B4784508-C272-4E95-B4B3-11D7F2600FD5},,MN,N,455.6,26.3,Drainage,47.53318,-95.55966
291082,{cc83baf7-2caf-4555-be73-1200217e9bee},,LA,N,12.6,1.3,Drainage,31.4263,-92.11331
455585,46858685,Hayden Lake,UT,N,3180.1,1.4,Isolated,40.73285,-110.88734
354846,148620777,,SD,N,392.5,15.2,DrainageLk,45.87647,-98.20828
365027,154575392,,NE,N,761.9,1.5,Isolated,42.18688,-99.64214
267900,{829f847f-c28f-4fc1-a12f-f57190d5c075},,IN,N,224.7,1.8,Drainage,39.67927,-86.40961
147523,66980220,,VA,N,143.6,1.8,Drainage,38.7505,-77.86935
234771,74557144,Halls Pond,AL,N,106.7,3.5,Headwater,31.64227,-86.29013
183983,84141932,,GA,N,64.6,1.1,Drainage,32.17462,-82.31949
20363,120019250,Nickel Lake,MN,N,455.5,9.5,Drainage,47.8287,-91.63243
187934,{2BB585F3-11CB-4B42-8A45-F8B340505C66},,FL,N,5.8,1.7,Isolated,30.45138,-81.70032
303004,147931333,,LA,N,4.1,1.3,Isolated,30.26956,-93.36324
404547,61950595,,LA,N,28.7,1.5,Headwater,31.52886,-92.89446
213656,80532155,,GA,N,117.5,1.4,Isolated,31.46977,-83.71861
461328,147577476,Scanlon Lake,WA,N,701.6,6,Drainage,48.54154,-119.5819
108847,127633677,,MA,N,4.4,1.3,Isolated,41.80555,-71.27966
50757,90769723,Lauchoh Lake,MN,N,397.6,20.5,Drainage,47.69362,-93.65692
423766,108213206,,TX,N,14.1,1,Headwater,30.04021,-95.1886
19117,155495170,Jackson Lake; Golden Lake,IA,N,179.1,27,Isolated,42.19811,-90.34955
110002,107073270,Sullivan Lake,MN,N,481.4,12.6,Headwater,47.23649,-92.06885
396792,145264637,,OK,N,342.3,1.4,Drainage,34.52519,-98.01339
90960,91595847,,MN,N,213.1,1.5,Isolated,44.7908,-93.4034
252013,124062993,,MS,N,79.4,1.9,Isolated,31.71964,-88.96734
174915,79505220,,GA,N,99,1,Headwater,32.69418,-82.79778
437949,92594906,,TX,N,461,17.8,Drainage,31.25688,-99.09097
465674,41300082,Emerald Lake,ID,N,2140.9,11,Drainage,45.9645,-114.60544
95771,82817974,Triple Lakes,MI,N,240.4,10,Drainage,43.73595,-85.92927
348741,150501978,Lane Lake,NE,N,1179.5,41.9,Isolated,42.05953,-102.52824
355130,145087935,,SD,N,559.8,3.4,Isolated,45.60349,-97.32796
252993,{ebbfc9d9-d1dc-49da-9a33-3fd6dd24c92c},,MS,N,161,1.4,Drainage,32.72428,-88.91815
330345,143749200,,ND,N,681.7,6.8,Isolated,48.46771,-102.05426
348384,84003b4e-d87b-464e-ad69-dad0e936d418,,NE,N,612.8,1.1,Drainage,42.92149,-99.42603
159322,151024958,,NC,N,223.9,1.1,Drainage,35.28283,-80.78235
430128,99544039,,TX,N,203,1.2,Drainage,32.06608,-97.31983
5430,70331183,Hunter Lake,WI,N,502,70.8,Isolated,46.00354,-89.3221
417838,93984682,Bess Lake,TX,N,89.6,6.1,Drainage,31.51846,-95.89916
64802,57418597,,OH,N,210.9,1.3,Drainage,39.12583,-82.02606
412383,103986693,,LA,N,117.1,1.8,Isolated,31.47929,-93.47645
74511,129557452,,NE,N,325.8,2.2,Drainage,40.91305,-95.90641
236613,{A37CD334-E386-40CE-A2D1-51D623058E0C},,AL,N,48.3,4.8,Isolated,32.45844,-86.33255
230118,74283121,,GA,N,122.6,1.7,Isolated,31.82999,-84.42704
412885,127278124,,TX,N,141.7,4.5,Drainage,32.31969,-95.0408
317917,129590305,,MT,N,1288.5,1.1,Drainage,48.08417,-112.31697
275830,136558645,Stauffer Chemical Tailings Pond Number Seventeen,TN,N,196.5,9.1,Isolated,35.53777,-87.16923
451300,35205128,Lyman Lake,UT,N,2839.6,15,Drainage,40.93907,-110.61204
475509,84813092,,CA,N,1256.8,1.2,DrainageLk,41.12926,-121.15937
165103,130879828,,SC,N,68.2,4.4,Headwater,34.17826,-80.4814
44466,48807200,,IL,N,149.7,1.4,Drainage,37.74595,-88.81673
24753,150057062,Old River Slough,AR,N,77.5,2.6,Isolated,36.2596,-90.9523
365690,154576084,,NE,N,726,1.1,Isolated,42,-99.21552
393586,148521967,Oknoname 101020 Reservoir,OK,N,186.5,2.7,Drainage,35.69077,-95.16967
224001,55251343,,GA,N,236.4,1.2,Isolated,33.13366,-84.4851
410546,127274195,,TX,N,75.4,48.4,Drainage,32.44804,-94.73458
275648,{F9825FC8-DF2A-4E63-A6ED-E3DDAF369F78},,TN,N,136.4,4.2,Drainage,36.06226,-88.15755
45553,130996149,,MN,N,474.9,1.4,Headwater,43.75458,-96.3991
228509,146919308,,AL,N,96.9,1.8,Drainage,32.29625,-85.22041
327687,152877100,Houston Reservoir,WY,N,1652.3,10,Drainage,43.19999,-106.24589
74932,60091574,,MI,N,350.9,2.9,Headwater,44.04071,-85.59738
241152,4e5fe83c-2446-464e-a274-a80b6ecf815a,,AL,N,58.9,4.7,Headwater,32.38241,-87.37662
388192,129258339,,OK,N,326.4,1.4,Drainage,34.71373,-96.81219
447502,53279742,,NM,N,2118.9,2.6,Drainage,35.37906,-107.77287
303296,{0b0d9f16-4130-4fd1-82d9-6f2ef3b0da22},,LA,N,23.8,1.8,Isolated,31.29848,-92.54368
325505,56815661,,WY,N,2022.2,2.3,Isolated,44.84571,-109.60566
254657,8E871550-04AB-4CBB-95AB-7D7265EF7E0C,,MS,N,32.4,1.9,Drainage,30.66725,-89.77935
452674,58225718,East Carroll Lake,UT,N,3420.3,3.4,Headwater,40.71887,-110.34514
133690,107117812,,MN,N,471.7,6.5,Isolated,46.20368,-95.46678
304042,{a40f9ec5-2bf9-44f8-96e6-77ecb155f05e},,LA,N,0.3,1.5,Isolated,29.96632,-93.0917
71007,80003697,Ox Hide Lake,MN,N,410.8,47.6,DrainageLk,47.34193,-93.21216
73810,152512327,,MI,N,441.1,1.9,Drainage,46.39838,-87.78747
193744,135207786,,FL,N,-0.3,42.8,Drainage,25.2797,-80.93339
202051,{305A77AB-0BB7-43E2-805B-D1ED1F660533},,FL,N,1.1,1.5,Isolated,26.23712,-81.7287
167524,61325154,,GA,N,13.4,1.5,Drainage,32.17612,-81.48243
241397,89502749,Clayton Lake,AL,N,229.1,4.5,Headwater,33.63888,-86.40285
441704,110456465,,TX,N,183.5,2.5,Isolated,29.3945,-98.38267
